Metabolite,HealthyControl_1,HealthyControl_2,HealthyControl_3,HealthyControl_4,HealthyControl_5,HealthyControl_6,HealthyControl_7,HealthyControl_8,HealthyControl_9,Prediabetic_1,Prediabetic_2,Prediabetic_3,Prediabetic_4,Prediabetic_5,Prediabetic_6,Prediabetic_7,Prediabetic_8,Prediabetic_9,Type2Diabetes_1,Type2Diabetes_2,Type2Diabetes_3,Type2Diabetes_4,Type2Diabetes_5,Type2Diabetes_6,Type2Diabetes_7,Type2Diabetes_8,Type2Diabetes_9,MetabolicSyndrome_1,MetabolicSyndrome_2,MetabolicSyndrome_3,MetabolicSyndrome_4,MetabolicSyndrome_5,MetabolicSyndrome_6,MetabolicSyndrome_7,MetabolicSyndrome_8,MetabolicSyndrome_9,QC_1,QC_2,QC_3,QC_4,QC_5,QC_6
Metabolite_025,63333.49472193122,54475.57573317138,53802.893403408045,80912.53774197905,59560.161033792276,66295.64307947874,62610.09026386078,85907.49682974408,98155.40197994479,28056.561792314526,31899.509316914453,21593.271459274947,26387.169655408044,39719.493251383115,26470.99432651532,26889.36616283705,36772.25061152228,23515.684358384224,122538.96217283764,192126.6561036816,185018.0099826035,173918.13748164708,168350.84164169905,188460.3756157479,212595.79520129287,134155.04387157797,342888.31878820754,199630.74567196576,159348.67016751418,0.0,129933.3729797456,182506.7675042224,179091.18410993123,0.0,163372.48795924443,85094.11223688889,76924.07993859341,69908.32905682063,66938.23564767509,56920.21512996604,61439.51671221908,82712.71912659581
Metabolite_026,127966.38841118386,106074.35284661908,82359.86863260755,0.0,155361.16525924625,156136.05587738997,131058.94748199015,90126.72689416754,138701.0816975624,107943.88356934172,40138.02764981578,90219.96171634695,103069.72046268718,39208.92360824909,0.0,0.0,100203.61514990797,103858.25589980336,49051.81756750888,56594.39309416976,0.0,74474.82614794052,48274.898441610145,63621.994317990386,135374.98537328286,0.0,0.0,36748.17098492806,0.0,49445.21692448061,51089.999874205205,0.0,80270.43505515494,0.0,49058.58836517158,0.0,69051.37200925092,66497.50632703895,77142.64353711533,79921.13864908938,71282.66607949714,68301.46988824951
Metabolite_027,0.0,24202.22214556304,36605.599190234236,40252.74751549256,0.0,0.0,0.0,0.0,31983.157632600505,39599.71438964053,48112.75878704661,35686.434580005225,67418.63518526671,0.0,33113.348655052156,0.0,69437.42939719305,63136.579473655656,0.0,32103.87673888612,35204.719036852584,35114.107028105434,40999.636611499605,53173.48721523576,0.0,43978.52419566089,36660.90051451759,50815.136097941984,29500.193937808734,37187.90067685886,46426.137267059436,20521.704395226425,0.0,50157.86235697936,65311.13583494178,47844.698118393106,33751.12100317538,36911.76203488987,41147.650221849646,33710.34048092072,32272.35821953201,38105.25825567313
Metabolite_028,0.0,90978.75596261308,155080.2683351103,159711.79152011152,129079.6541488373,105689.96714388074,135315.36214178288,83718.29985686604,113104.65677414245,188732.652269624,189110.6272363779,163151.88615775688,189532.53666702902,128441.61093086388,172806.55731605145,115922.17051789172,0.0,186496.72191293695,276587.2262667708,182921.13793823376,150945.9689405842,135687.22084700878,170340.5452748653,0.0,219876.23416546188,220961.25785257583,63980.93627672645,126681.41586380902,104005.38829847958,153046.32946300856,89846.22734960444,222495.82847324692,113303.81352310254,102160.09279883998,128254.21569576618,121098.4792571739,141444.4967140806,152979.04741834375,115559.28824814844,185496.2223188619,141744.26512490737,156699.2800006463
Metabolite_029,100303.90444968258,157962.37197276606,230332.12934716404,109148.66679887603,193068.50803607362,117306.0250567993,135700.46566099534,137649.76055432635,236978.3960487468,170693.42969540643,111383.99519389898,0.0,223506.50707225013,262351.8923310989,157658.64817019028,102219.5272782483,100538.55572415992,207682.9937586165,133885.65431292856,121100.97239217506,168135.246323861,151195.94952794802,0.0,126328.13305619218,179211.14244538324,177102.84170762173,109616.28268721384,165267.6701349746,148607.90715736544,131694.09822306052,133637.08698825407,128483.99868523587,196719.05691963845,156028.57693544496,130249.64993817302,119641.5503861691,160949.9945090815,106814.84195269049,148116.16625939307,166877.34148885496,156042.0962655003,128156.23865833633
Metabolite_030,20333.4435360784,22500.151141381055,29409.71654792712,23457.852035786393,31181.424160281374,22687.535016782254,30132.340518551864,30346.284583899735,25794.09485488226,33381.367791829,0.0,21931.118207815012,26362.12306612331,26824.661604918172,31604.67516573916,40532.02997929949,38203.11545523339,25768.761245018464,18778.243095221667,31002.77184395318,0.0,23378.250648074598,39206.3791265828,22671.337736232872,25644.541652767617,22197.690710151197,26400.278180946247,33354.6333520425,23435.07740516961,0.0,32427.45947159422,17590.863924332294,41986.560434993575,21314.515330308648,39540.02248094518,17128.913156282382,29226.12616551992,27370.276176538628,26026.837521225236,26383.53049402312,34345.25313494957,33006.9544454479
Metabolite_031,36417.74473066679,24904.86717923954,0.0,35862.8161172304,36569.71865581877,26794.491646798735,0.0,45659.23343840286,45524.59705080154,11943.089593560084,0.0,8733.807281527996,10421.1119783796,25098.81311322963,14607.909621689183,9391.487298932534,15376.53724605638,12119.223213511194,106022.2090952201,113169.93178224498,68653.58320707767,118646.1466077734,118918.90578651922,111287.42635326018,86304.65672461833,103990.38383787048,79181.810685155,12303.400787577162,11739.79908281915,9005.736638081258,15823.720661514692,12032.170540474863,10070.215391874137,22272.424035893113,14129.022287424976,15940.542679056061,44605.33497588719,47522.73567236273,35774.222021320056,50282.19446340882,30586.503220689592,51076.2973377773
Metabolite_032,17354.144609862924,23522.20697920093,18593.31471501978,17462.41411536452,29307.199204084016,32932.55022049258,28990.58437039796,30936.349216085622,38151.761576788216,26259.608402564656,16521.888538820996,26557.57639118621,20381.511145723067,20560.3442955584,29261.071994602917,13666.05991201333,22725.89403268724,18330.299919584802,17395.919590498674,23485.497622800383,0.0,0.0,15645.599779729502,18102.200759007075,37265.460224676666,34351.84816095912,19129.62974635871,17960.414157047184,28986.62385138584,17347.639870175735,16629.951893218044,17626.759433106912,20931.361059159142,0.0,22664.87051125316,35115.23364807048,21562.190475948624,25179.531345620122,22119.738545281114,22264.050461279876,27842.83624837989,33746.128299154276
Metabolite_033,99111.01364739344,146990.2964827817,178202.5315255004,100895.26481112864,109812.62957269848,59798.88476640876,0.0,101880.34504257429,116171.41778969271,43041.862403182095,51899.473074640155,54672.905636465446,43356.28628025079,92316.07819660987,69170.9752226238,32670.640902665065,61174.4609016831,55008.23604695182,0.0,413219.34141762706,0.0,336885.70927795133,381993.9343924382,339276.2413137034,406299.7085920623,268898.4896123361,225821.46036201846,305772.08656986064,324072.6085252826,194600.35226500314,0.0,273548.14297642326,247528.03849535077,586123.1607762513,418458.4280212502,276420.49735218333,159555.7529699631,105702.88407189077,120702.93147833388,122969.2546724431,118620.66050676459,81261.55655169529
Metabolite_034,57723.9531991389,114018.74018736908,55282.91824169619,81777.83679989653,81504.08713314414,91948.90556657095,51068.945359152945,88353.1472580208,119633.38666861474,72220.9186426129,34194.85972193257,72425.80409142072,61750.268489283124,46039.57082640829,80019.78736154735,0.0,0.0,65583.350648492,50787.15779526676,72877.28482311738,56103.242873447234,64936.1980186287,53168.145695219006,60288.96990162472,105181.73742017813,118376.58678697285,47936.91762871132,57708.01043281151,81859.94111976582,54858.44526252657,63125.51480071715,0.0,74083.95235473634,0.0,64783.75997266648,69300.17943938806,76148.68104659556,74834.14897158467,65370.316984508914,72867.87367464317,76073.13665661943,56116.40131417835
Metabolite_035,0.0,61283.76431631734,57788.979028574584,24715.15736934263,78361.3996710848,28964.389350314956,0.0,40773.41427239931,56018.54669312201,0.0,36092.81401736069,46554.541006699495,80281.27140780362,70125.20338190152,0.0,0.0,30117.259354314556,57923.500368020024,0.0,52733.896353505304,44517.763625123356,50471.12406636228,48086.2983158212,38521.03498302406,55557.89407231535,63219.29821379593,48987.238527953916,0.0,54551.370706077825,39684.38484031216,45731.86706582049,43135.27738102858,0.0,33791.83288482849,43023.237927568596,37801.73248574237,44580.222771885485,44792.90248986808,38679.664746306575,40578.85958657137,46129.1724339969,32329.079283560506
Metabolite_036,7008.250990821793,8528.083908257022,8723.125466728974,8098.050681641264,9075.882658863726,0.0,0.0,7444.079495106997,8090.794391527818,7968.552010273578,10257.815546502929,8638.23844690244,11073.786870897899,7324.260125981122,10027.829407527699,13542.424575969595,8300.61120479286,0.0,9553.69861487231,8595.963965702485,0.0,11369.490787394501,11127.5744788232,8955.623978218679,9329.594088143334,8384.718971786533,8592.685366972906,12111.722399587583,7007.58667337711,5772.185390191306,14070.14723757365,9932.853189013927,12669.390126903583,10231.723914670607,7405.2618502257055,12993.889696607772,9338.33323062405,11488.987261316828,8940.40060349363,9487.04080375915,9395.264183863277,12081.673293398668
Metabolite_037,11280.199067564385,9768.318674243004,12500.591349188107,18994.742107960134,12738.254472805831,0.0,13617.475103705017,10236.340931659635,10317.59072415436,15367.049661232493,17611.24255521129,0.0,25535.51978299149,13674.145647885169,14867.797575767761,12033.404498911925,22986.582892663668,17577.577156559637,11232.245864185637,9020.638166210338,13700.07057856236,11591.5043336013,14120.178391595684,22462.590671534803,20695.299688934392,15714.920732332313,15846.5064074465,17722.92788648194,13921.759967233867,19398.06155321637,17158.12419871094,12939.666683864069,9883.438518497334,0.0,29239.969181454693,15838.920511601478,15532.396644428603,14650.802899319497,13704.488280392814,15968.651537570686,16989.325127246382,15032.649513946553
Metabolite_038,31072.878157032086,32975.61480874674,30644.59556967637,30959.954249308263,38761.810905852195,25249.598936846804,36399.2306978886,29264.55960184769,46684.7888102385,101084.226362686,38804.954014320276,68954.55565918071,71273.59173984877,49993.55017868207,58718.354259063715,39008.42909023615,96816.80834124063,51263.69040421268,49615.36852672272,61831.519125997795,68110.45224184656,80581.5930624453,44263.955658219915,74732.8187680519,113392.52277147115,112004.0456207102,49448.041343930454,0.0,68388.5873539102,47588.99667486455,52007.83341498645,0.0,58193.36391505188,43541.988443371025,47774.80117342086,87873.6715114562,39906.324863429174,22620.177357342516,25554.776426176137,32459.728283240267,30026.6830423515,43792.42097658119
Metabolite_039,25231.373434544577,25804.402657842213,30545.8243979262,35966.02445026469,23214.403353137757,21907.1833587774,22109.999051793813,24079.407019914805,23748.317612270796,27515.29366164999,29247.771203074433,30918.324077940088,48956.8834639559,32801.46031500808,32286.92705112636,29022.673424351262,40097.12959672292,27830.222266287925,34698.04660369536,34979.52270262108,30029.98693357678,20687.416906004546,37661.37031719792,0.0,32565.456367456998,0.0,30399.689272968844,37653.656990744355,20381.62940710253,30584.38064194196,40656.449042299995,25492.179729603344,28434.401400181992,29486.17895814255,45717.780699618816,38712.36183284733,30040.211974026344,33710.21628118125,20805.54896587019,20850.638775567964,25435.909453509383,28925.706326772306
Metabolite_040,0.0,24108.03139461507,47651.986878521646,16704.418924645644,35084.24164151395,28722.668645007983,24823.671419113554,21528.29698888284,34106.74181680591,24085.23843440929,22224.444379841494,16515.761497638974,40634.675776496944,30331.256631860284,13587.029114314491,21626.40579838415,17546.827797500257,23474.937479071927,18779.9075113743,26040.609414421113,13090.745816618044,27687.526747221647,0.0,20898.989864550465,23986.04590985676,31126.85723648034,14901.709130838253,20535.608706974144,27101.38025283324,31294.139247237366,17553.810748214826,26647.115243068827,26459.130086409026,29414.20507189989,16196.128978993014,19075.75935782881,21517.142391392725,19681.045211816094,19662.57442933795,23778.12679476776,22108.114103358406,17946.871463049916
Metabolite_041,90104.21480544413,91158.03887586175,98621.053842651,0.0,135002.89586605824,79800.38855852853,111714.20874200536,90790.31550289837,102157.17632084593,137041.19519651015,141583.70552792258,124506.6680571064,103804.70608213356,112904.34270818415,132674.34698059468,90420.43164981557,118250.31807017805,211758.01921178,184032.9903742624,130367.26757689103,123382.9445523455,106627.20751589739,162731.32897172135,126102.14568658805,220688.62044267758,235897.05793940776,49678.195261886765,0.0,120166.33961990151,174856.5677194622,77214.45445655096,121029.71165879656,107743.0681049959,62677.909527906435,135347.92454234845,121652.68528009037,92711.75832503039,98212.9237203206,164741.0800476663,108637.36964016946,114998.7053660549,108731.25637741837
