Metabolite,Control_1,Control_2,Control_3,Control_4,Control_5,Control_6,Mild_1,Mild_2,Mild_3,Mild_4,Mild_5,Mild_6,Moderate_1,Moderate_2,Moderate_3,Moderate_4,Moderate_5,Moderate_6,Severe_1,Severe_2,Severe_3,Severe_4,Severe_5,Severe_6,QC_1,QC_2,QC_3,QC_4,QC_5,QC_6
Metabolite_018,9187.646710555124,10145.820332749256,9688.73263621967,11503.99209704586,13055.056738681667,12021.98233891872,9274.57758511188,8180.399244487551,10900.607147584838,0.0,11452.854166316281,9596.134739323006,13449.668303661163,9213.254321694567,10698.884458362869,11427.428810692916,9465.709092753403,10012.070072974424,10282.242670099111,9220.218231522915,9300.350755955365,8232.085612045928,10442.97413307148,13667.283129994023,9156.991195342554,8818.586771315913,10546.518253182061,11512.65426969929,10683.54420292027,7513.704956079335
Metabolite_019,33173.40997675874,21820.352650721747,41058.34459763216,30776.146645638473,41521.41198867353,29147.711442490345,30659.412711221215,31733.733122634723,26111.063710381288,25050.968188873383,29232.73982461379,20187.36794060029,28156.82447246936,36592.25726801449,33571.211163322485,24521.79149486631,28842.903551753145,28777.76503411658,25504.066311555824,35501.37172032554,29904.85139544249,30752.881745924322,23301.78775235023,27076.35374418964,33888.467165808346,35518.3197349596,24420.043039647473,30142.33382684588,33150.578830274535,32427.28021594323
Metabolite_020,10048.475508582726,0.0,0.0,11915.547641777137,8627.67923078829,12167.087465950888,0.0,16576.51049146767,14025.83229007023,0.0,15161.61938924479,22062.926249397206,27851.93595246425,21641.654010385908,22062.943689827658,26537.72069719023,0.0,19765.578679449973,23353.762572071144,0.0,24610.108558494336,21574.46124502408,26743.13167764912,23234.45483846313,9704.158103787584,11464.152824612906,10573.612669324677,10567.476656956635,9392.054479468075,10524.17743824065
Metabolite_021,0.0,185367.41434614017,188462.03916473893,205385.91411564083,217668.50069918504,165858.91335554208,215531.1776784777,193090.88701867906,161105.27148264897,239488.63450591502,271275.18985905265,226229.23143604444,211315.11946501254,242060.0511204636,218794.66737466917,198785.5044643577,238575.34321486193,262813.4472053213,225194.6277323194,180880.89892835924,228319.77664377453,223522.1616196964,258811.6068136909,215156.25303469226,235175.3769332774,198417.29784362094,169709.53450958632,231276.19364272707,183900.70106034674,221199.6657632301
Metabolite_022,8697.870566247151,8625.933822116072,9217.612632891798,7767.364765487995,8034.237356960843,9150.949048563523,8811.37450459063,7344.6774672200645,9742.799022268184,10147.09285118888,10772.176311266296,9114.857065332048,7591.789339589115,10224.920943447107,9819.302249076061,7215.349611362646,9365.649870626788,7806.655099467586,9990.675787261227,7862.074279238019,10126.125009341144,10921.475392271872,9723.407066536116,10250.41623205914,7309.149796797635,6728.792114621264,10807.970981632921,10091.846831825527,9178.722666285748,10009.255289772645
Metabolite_023,47759.35309457364,37103.06936972184,39828.024097339294,45383.42210293487,35124.74587058329,32950.21015300419,33851.38926461022,31160.29985803156,31073.943765736087,27229.803202589417,37400.86641291924,32060.942220279692,35583.46778023309,34248.87024328874,39466.40642222311,34892.76893764562,36981.003668716636,46768.516967918185,10579.215451126824,9933.06886234821,8615.152914768818,7640.2406823595975,0.0,10760.344044425812,30152.370334998814,32860.005682695235,30270.52287587435,32131.70127496209,39986.85177090948,33732.77022437531
Metabolite_024,0.0,0.0,0.0,7268.311145157022,10859.57229339957,0.0,5012.655820884736,0.0,9001.449897687955,0.0,0.0,6048.738142747882,0.0,7328.967143086029,0.0,7801.731484438375,0.0,7256.746037357541,0.0,9234.920079417816,7451.667200118766,5275.911293480146,0.0,6206.762275735894,7420.026480455688,6751.853243954052,6659.33149008632,7046.433888948292,6668.349906850753,8092.63970377148
Metabolite_025,33180.18915852665,29495.527935855207,0.0,0.0,0.0,25861.89809342095,0.0,0.0,34534.92724694818,27013.455285738448,26575.246590190243,0.0,33248.00841973537,26311.337697739767,26251.866108301656,0.0,25598.436312032176,0.0,0.0,0.0,0.0,37018.967425168514,0.0,0.0,30725.36398943435,30125.358778607784,27742.378012571244,29939.04105877673,36104.98262302483,28265.86348748002
Metabolite_026,82765.24470697553,87204.51390274448,0.0,0.0,75440.76969789635,82211.29235309888,87273.76173919262,72597.4781863023,56735.23458772654,96189.89004312169,77169.9637058703,82212.65216512988,91824.45923044889,84285.93473200858,71371.09146028383,0.0,86201.94273955867,77600.80580774837,73699.40662746064,85487.3800017969,64127.372560115626,92363.61781608847,73735.56004604159,81359.43332412816,77550.31351940028,80667.95274258568,81333.23148234072,67613.92704241928,73614.0301757751,79542.78449633229
Metabolite_027,52285.37626254757,45695.94137004522,34815.18301985632,42485.671712086696,0.0,74613.56777025189,52695.198801436345,51784.28564709473,50325.55687109688,52882.8464589154,0.0,0.0,50468.95135679507,49020.39364795283,38720.571596334135,48025.85608930069,46514.55222503515,43643.60290727883,49156.26107390757,52452.40895655904,46411.67330943931,59759.48298402297,44378.064433012085,54346.069617051784,59105.63812277903,55878.63435738896,49963.66987097751,36255.81689555923,51008.55977720273,46623.268462151806
Metabolite_028,57631.262881298026,71686.05999747473,45225.39073586779,41807.03896674824,0.0,50319.69153580085,57647.475027982386,49625.11824393833,0.0,48029.45767853095,0.0,47741.72527136927,48718.77706156686,0.0,45198.86952563268,51408.36186476953,0.0,0.0,0.0,0.0,56077.20966978217,0.0,0.0,59651.194168859,46738.34731408073,48442.153999245915,49688.87789853786,47236.54565005919,47826.84461447928,58829.56012526023
Metabolite_029,61363.266162278036,82183.56481800033,80808.42651146224,0.0,68312.25279262605,0.0,71856.9956757976,78109.09382045832,62239.28327835752,68234.62628230834,78161.61273954973,76642.73346341995,72618.84452311587,73405.80232030454,74169.69448343464,74438.50247750062,0.0,78481.52108536013,69064.2163705301,75158.7349493505,87678.25196467653,61558.502997353324,70537.98192848648,58675.9714883583,69493.38470447724,51437.84526502529,54664.84768366514,71634.05951499197,61279.48584034052,64573.86288327805
Metabolite_030,10350.232272128585,13625.084267580172,10271.958691634114,8460.406175898039,0.0,9501.3859573835,12248.927307403863,11224.608196367026,13233.228298939903,9269.754117500344,0.0,8357.18099117609,0.0,13626.222237550322,10980.858375335047,0.0,12187.45649029528,0.0,0.0,0.0,0.0,9120.218170143002,12135.552931137789,9114.57149116003,10270.855641038299,9770.325142696427,9427.340784817594,8624.971156496144,11203.455133281082,10905.147136643996
Metabolite_031,8234.479962156009,6996.344093476915,9525.335113740779,9557.295747517444,10167.479276457532,10404.115125980272,7354.684329047195,8444.906502219901,7440.7036354598695,9606.22904715767,10749.252726911967,10502.343358256185,10090.978003861139,8276.755955566963,9786.853365419362,9711.373191166207,8175.0637768566785,8966.169526649146,7406.293425868322,9294.968560876727,8402.630956106861,10375.20813050349,10090.773081456031,8977.614740439043,11259.968776933085,7953.440789834185,8920.949070295157,8732.129822268009,10406.214422934174,12086.594885401197
Metabolite_032,13644.777371353322,11126.435623599384,13573.197849549433,13849.815327411208,15296.730888898965,11850.01804679274,13143.259441650174,9748.856579500052,11558.644278974323,11475.141537412663,10616.396519055626,9734.07797681391,0.0,8905.043475611832,9931.734604979718,8784.862611788318,10582.376680530817,0.0,0.0,12740.0578916571,11267.011258405899,12382.987015903354,11023.582863296937,10362.06402507164,11220.879741163868,11878.906860022402,11611.753606148384,10704.778889315736,10645.72748209238,15514.632889382357
Metabolite_033,21813.957725428198,22038.410056868004,18292.821729206888,23408.14853930311,20372.663625545436,21051.67522028525,24857.653618151755,21532.54358798933,19505.916342636876,18883.94147989493,16220.238329853992,23101.230042165003,15714.849643761958,0.0,19619.531685586062,22492.040840032612,23683.136917476124,20639.38025065166,22634.50751687055,16859.038280387034,0.0,20748.526818111754,18062.854043179796,20906.72711419694,23334.748262592817,19884.81263798485,15813.368950795895,21803.692319181195,17210.99286546592,21645.404391348606
Metabolite_034,0.0,0.0,7973.9866727334,0.0,7401.495929433367,0.0,0.0,0.0,0.0,0.0,9176.602536810335,7280.305980129731,0.0,10050.03685702503,0.0,0.0,7617.974874802952,10655.19809656988,9326.198681347203,0.0,0.0,0.0,0.0,0.0,8396.737902539973,10010.372136152813,10975.81316255376,11439.618821536556,8300.680739005766,9380.80506804056
Metabolite_035,0.0,0.0,3038.286459731699,0.0,3290.7206644590046,0.0,3243.1907107905954,3376.9910975406997,0.0,3225.8258273093647,3844.2406261859046,0.0,2240.2094814754605,0.0,2776.1127221447637,3314.286070928459,0.0,3601.003939359243,3434.8998217540584,3447.1183814477977,0.0,3417.0075281352247,0.0,0.0,2477.503656146576,2465.515303932088,2955.073955014905,2890.8151223612017,2590.7469927682982,2526.92447969112
Metabolite_036,20063.784743923658,19457.587432537817,33238.18797374906,27038.465129703603,24008.62061603434,23355.291577526146,27170.33817686727,24317.258425673237,22846.371691274624,22012.96772194671,24122.15949849825,23290.672998047048,20997.925715078054,20094.565887903766,24533.00041084596,21163.21775580514,28068.880215471727,38679.15360871924,21236.43662304507,19593.047536469683,23376.5135502996,22122.27192977786,23523.65505160187,29343.00160326151,25947.81689216411,34120.49021444596,21721.133540923587,38052.845990687376,24294.046951613647,22527.22284134575
Metabolite_037,10108.283821750536,0.0,0.0,8834.055461965265,0.0,0.0,9703.73848566788,0.0,0.0,0.0,11476.205050501736,9369.851792780475,0.0,0.0,0.0,10991.801704446565,0.0,0.0,0.0,0.0,0.0,0.0,10133.073912720974,0.0,7171.046371192129,8226.899609662867,9524.222910237762,8757.786653095556,8700.908630280459,7725.202530802006
Metabolite_038,46952.087542865775,0.0,0.0,34591.54734952084,37283.31949927294,37998.09151024351,39077.374814153074,38418.60553627246,0.0,36242.00142539278,28357.200720876226,0.0,0.0,0.0,0.0,35543.523789324034,42955.20844122188,0.0,0.0,0.0,11644.238178076374,0.0,10791.75494008695,11993.967948087413,40839.43594953638,38280.07167645355,31455.485435719886,41163.30996488748,51642.257378663744,44202.06945246392
Metabolite_039,17008.70879618046,15362.43346816993,16701.979759784765,12755.344831259448,0.0,11589.699386889813,12262.048831545046,15291.46585304216,12866.689182414255,13148.592219085765,11667.53607351984,13660.701701637172,11558.67432923673,16198.500399986546,12126.633698066264,13300.471478608211,14197.328748698528,14193.868063258005,12339.460598313424,14124.70612185654,12166.714951162267,14303.895099149378,13537.146201554142,13109.685914476011,13906.050414667536,18983.56101438656,15579.080726692762,14280.426665028648,13975.160087796869,15071.721609936913
Metabolite_040,5472.2137471573415,5457.597129276351,5925.621507539585,5488.017074428579,5200.379921362372,4444.690273626466,5361.722703915082,6040.98769636849,5519.273004193952,5217.131539168626,0.0,5574.021401266397,5134.592753414971,5501.190895783305,5305.1942942390215,5886.662569319302,4892.270146196408,5694.963530571159,4912.414158201457,5166.417371405775,6188.851398586179,4898.427623669971,5053.80118236209,5230.444233036709,5378.171546298202,4552.993631106322,5114.408170602708,5264.554085516618,5831.443468542899,4621.505838674504
